name_project,name_truncated,sector_en,all_sectors,n_types,budget_project,area_sqm,region,city,is_multi_region,area_parse_status,has_budget,start_date,end_date,duration_days,start_year,start_date_precision,end_date_precision,status_en,is_at_risk,sectors,status_project,region_project
لو برستيج – Le Prestige,False,Commercial,['Commercial'],1,,59970.0,Makkah Al-Mokarramah,جدة,False,ok,False,2009-07-01,2016-05-31,2526.0,2009.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
الضاحية سنتر – ALDAHIYAH CENTER,False,Commercial,['Commercial'],1,,,Al-Riyadh,الرياض,False,empty,False,2017-05-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
العليا بلازا – Olaya Plaza,False,Commercial,['Commercial'],1,,13000.0,Al-Riyadh,الرياض,False,ok,False,,2018-06-01,,,,exact,Delayed,True,تجاري,متأخر,"منطقة الرياض, الرياض"
برج الباحة – Al Baha Tower,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,218000000.0,,Al-Baha,الباحة,False,empty,True,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الباحة, الباحة"
مبنى الروضة – Rawdah Building,False,Commercial,"['Commercial', 'Residential']",2,,4787.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-09-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
برج ذا بوس – The Boss Tower,False,Commercial,['Commercial'],1,,2400.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مركز النجمة – Star Center,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
رؤى الحرم – Roa Al Haram,False,Commercial,"['Commercial', 'Hospitality', 'Infrastructure', 'Residential']",4,,854000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,2024-12-31,,,,year-level,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
مطعم الباحة – Al Baha Resturant,False,Commercial,['Commercial'],1,,,Al-Baha,الباحة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الباحة, الباحة"
برج منارة مكة – Manarah Makkah Tower,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,74500.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
روفان بلازا – Rovan Plaza,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,2015-08-11,,,2015.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
فندق روزالي الرياض – Rosalie Hotels Riyadh,False,Commercial,"['Commercial', 'Hospitality']",2,,6000.0,Al-Riyadh,الرياض,False,ok,False,2016-07-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مول برج جدة – Jeddah Tower Mall,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,344328.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مجمع متعدد الاستخدام – Mixed Use Complex,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
مكتب الخطوط السعودية بمكة المكرمة – Saudi Airlines Office in Makk...,True,Commercial,['Commercial'],1,,2000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
أوريكا سنتر – Ourika Center,False,Commercial,['Commercial'],1,,,Al-Qaseem,بريدة,False,empty,False,2017-01-01,2017-12-31,364.0,2017.0,year-level,year-level,Completed,False,تجاري,مكتمل,"منطقة القصيم, بريدة"
ملاذ بلازا – Malath Plaza,False,Commercial,['Commercial'],1,,11000.0,Eastern Region,الدمام,False,ok,False,2016-05-01,,,2016.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
مجمع الكلثم للأعمال – Alkaltham Business Park,False,Commercial,['Commercial'],1,,18000.0,Eastern Region,الخبر,False,ok,False,2017-07-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
مبنى الصالحية – Al Salehia Building,False,Commercial,"['Commercial', 'Religious/Charity', 'Residential']",3,,8000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
مبنى سكني وتجاري – Commercial & Residential Complex,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
أبراج الكورنيش – Corniche Towers,False,Commercial,"['Commercial', 'Residential']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
عنيزة بوليفارد – Boulevard Unayzah,False,Commercial,['Commercial'],1,,17000.0,Al-Qaseem,عنيزة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة القصيم, عنيزة"
عرعر سيتي سنتر – Arar City Centre,False,Commercial,['Commercial'],1,,,Northern Borders,عرعر,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الحدود الشمالية, عرعر"
ستاند مول – Stand Alone Mall,False,Commercial,"['Commercial', 'Hospitality']",2,,,Eastern Region,الخبر,False,empty,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الخبر"
ابراج الانواء – Anwa Towers,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,50000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
ركاء بلازا – RAKA PLAZA,False,Commercial,['Commercial'],1,,3731.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
صحار – Sahar,False,Commercial,"['Commercial', 'Education', 'Health', 'Religious/Charity', 'Residential']",5,4000000000.0,600000.0,Al-Qaseem,بريدة,False,ok,True,2006-10-01,,,2006.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة القصيم, بريدة"
بيت الفن – Bayt Al Fann,False,Commercial,"['Commercial', 'Leisure/Tourism']",2,,8500.0,Makkah Al-Mokarramah,جدة,False,ok,False,2017-06-01,,,2017.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
تطوير مدينة الملك فهد الساحلية – King Fahad Coastal City Development...,True,Commercial,"['Commercial', 'Government', 'Health', 'Hospitality']",4,,114000.0,Makkah Al-Mokarramah,جدة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
أبراج ساحل البيلسان – Bay La Sun Coastal Towers,False,Commercial,"['Commercial', 'Hospitality', 'Residential']",3,,60000.0,Makkah Al-Mokarramah,مدينة الملك عبدالله الاقتصادية,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, مدينة الملك عبدالله الاقتصادية"
"كمفورت سويت الأهلي جدة – COMFORT SUITES, AL AHLY",False,Commercial,"['Commercial', 'Hospitality']",2,,2200.0,Makkah Al-Mokarramah,جدة,False,ok,False,,2019-12-31,,,,year-level,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
شرفات بارك حطين – Shrofat Park Hittin,False,Commercial,['Commercial'],1,,11000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
"كمفورت سويت، طريق الملك جدة – COMFORT SUITES, KING ROAD JEDDAH",False,Commercial,"['Commercial', 'Hospitality']",2,,1200.0,Makkah Al-Mokarramah,جدة,False,ok,False,,2019-12-31,,,,year-level,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
"كواليتي إن، روشان مول جدة – QUALITY INN, ROSHAN MALL",False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,2019-12-31,,,,year-level,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, جدة"
فندق نوفوتيل المركز المالي – Novotel Hotel KAFD,False,Commercial,"['Commercial', 'Hospitality']",2,,3200.0,Al-Riyadh,الرياض,False,ok,False,,2020-12-31,,,,year-level,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
المركز الحضاري الشرقي بمكة المكرمة,False,Commercial,"['Commercial', 'Government', 'Health', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential']",7,,460000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
المركز الحضاري الجنوبي بمكة المكرمة,False,Commercial,"['Commercial', 'Hospitality', 'Infrastructure', 'Residential']",4,,420000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"مكة المكرمة, منطقة مكة المكرمة"
فندق موڤنبيك وعد الشمال – Mövenpick Hotel Wa’ad Al Shamal,False,Commercial,"['Commercial', 'Hospitality']",2,,42000.0,Northern Borders,وعد الشمال,False,ok,False,,2018-12-31,,,,year-level,Delayed,True,تجاري,متأخر,"وعد الشمال, منطقة الحدود الشمالية"
شرفات بارك الندى – Shorofat Park Alnada,False,Commercial,['Commercial'],1,,17187.0,Al-Riyadh,الرياض,False,ok,False,2016-01-01,,,2016.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
مركز الخياط الروضة – El Khayyat Center,False,Commercial,['Commercial'],1,,14500.0,Makkah Al-Mokarramah,جدة,False,ok,False,2012-08-01,2015-12-31,1247.0,2012.0,month-level,year-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
فندق السحيم – SUHAIM HOTEL,False,Commercial,"['Commercial', 'Hospitality']",2,,2200.0,Eastern Region,الدمام,False,ok,False,2016-01-20,,,2016.0,exact,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الدمام"
برج نابرك – NAPRC Tower,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة مكة المكرمة, جدة"
ابراج الصفوة – Safwa Towers,False,Commercial,"['Commercial', 'Hospitality', 'Religious/Charity']",3,1000000000.0,22000.0,Makkah Al-Mokarramah,مكة المكرمة,False,ok,True,2005-03-01,2009-12-31,1766.0,2005.0,month-level,year-level,Completed,False,تجاري,مكتمل,"مكة المكرمة, منطقة مكة المكرمة"
برج التوحيد – Tawhed Tower,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,2015-09-01,,,2015.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
كورتيارد باي ماريوت جدة – Courtyard Marriott Jeddah,False,Commercial,"['Commercial', 'Hospitality']",2,,2650.0,Makkah Al-Mokarramah,جدة,False,ok,False,2012-11-01,2019-12-31,2616.0,2012.0,month-level,year-level,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
المقر –  Headquarte,False,Commercial,['Commercial'],1,,3870.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
بلدية محافظة الدرعية – Addiriyah Municipality,False,Commercial,"['Commercial', 'Government']",2,,7000.0,Al-Riyadh,الدرعية,False,ok,False,2011-01-01,2015-11-19,1783.0,2011.0,year-level,exact,Completed,False,تجاري,مكتمل,"منطقة الرياض, الدرعية"
مجمع فندقي ومعارض – Hotel & Exhibition Complex,False,Commercial,"['Commercial', 'Hospitality']",2,,,Makkah Al-Mokarramah,جدة,False,empty,False,2014-09-01,,,2014.0,month-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
الحوية بارك – Hawiya Park,False,Commercial,['Commercial'],1,,80000.0,Makkah Al-Mokarramah,الطائف,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة مكة المكرمة, الطائف"
الحمراء – AL HAMRA,False,Commercial,"['Commercial', 'Hospitality']",2,,93000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Announced,False,تجاري,معلن عنه,"منطقة الرياض, الرياض"
مقر شركة إدارة وإنماء المشاريع – PMDC HQ,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,2013-04-01,2016-03-31,1095.0,2013.0,month-level,month-level,Completed,False,تجاري,مكتمل,"منطقة مكة المكرمة, جدة"
مستشفى الرازي – ALRAZI HOSPITAL,False,Commercial,"['Commercial', 'Health']",2,60000000.0,8887.0,Eastern Region,الأحساء,False,ok,True,2017-03-01,2019-03-31,760.0,2017.0,month-level,month-level,Delayed,True,تجاري,متأخر,"المنطقة الشرقية, الأحساء"
مقر شركة مرافق – Marafiq Headquarters,False,Commercial,['Commercial'],1,152358644.0,18000.0,Eastern Region,الجبيل الصناعية,False,ok,True,2015-01-01,,,2015.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"المنطقة الشرقية, الجبيل الصناعية"
بزنس باي – Business Bay,False,Commercial,"['Commercial', 'Hospitality']",2,,180000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Proposed,False,تجاري,المشاريع المقترحة,"منطقة الرياض, الرياض"
مقر شركة عتاد – ATAD Office Building,False,Commercial,['Commercial'],1,,36000.0,Al-Riyadh,الرياض,False,ok,False,,,,,,,Under construction,False,تجاري,تحت الإنشاء,"منطقة الرياض, الرياض"
برج السبيعي – Al Subaii Tower,False,Commercial,['Commercial'],1,,,Eastern Region,الخبر,False,empty,False,,,,,,,Announced,False,تجاري,معلن عنه,"المنطقة الشرقية, الخبر"
ذا كوارتز – The Quartz,False,Commercial,['Commercial'],1,,,Makkah Al-Mokarramah,جدة,False,empty,False,2014-01-01,,,2014.0,year-level,,Under construction,False,تجاري,تحت الإنشاء,"منطقة مكة المكرمة, جدة"
